Content,cleaned_content,EventId,EventTemplate,source,label,label_name
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 67.95.49.172 () at Fri Jul 22 19:29:10 2005,connection from ip_addr at fri jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user cyrus,session closed for user cyrus,E101,session closed for user <*>,Linux,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,E8,ALERT exited abnormally with [1],Linux,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user news,session closed for user news,E101,session closed for user <*>,Linux,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.44.47.166  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
"ANONYMOUS FTP LOGIN FROM 84.102.20.2,  (anonymous)",anonymous ftp login from ip_addr anonymous,E9,"ANONYMOUS FTP LOGIN FROM <*>,  (anonymous)",Linux,0,Normal
"ANONYMOUS FTP LOGIN FROM 84.102.20.2,  (anonymous)",anonymous ftp login from ip_addr anonymous,E9,"ANONYMOUS FTP LOGIN FROM <*>,  (anonymous)",Linux,0,Normal
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user cyrus,session closed for user cyrus,E101,session closed for user <*>,Linux,0,Normal
cupsd shutdown succeeded,cupsd shutdown succeeded,E37,cupsd shutdown succeeded,Linux,0,Normal
cupsd startup succeeded,cupsd startup succeeded,E38,cupsd startup succeeded,Linux,0,Normal
restart.,restart,E90,restart.,Linux,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,E8,ALERT exited abnormally with [1],Linux,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user news,session closed for user news,E101,session closed for user <*>,Linux,0,Normal
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root,authentication failure logname uid euid tty nodevssh ruser rhost ip_addr user root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux,1,Anomaly
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:34 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 211.107.232.1 () at Sun Jul 24 13:46:35 2005,connection from ip_addr at sun jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
session opened for user cyrus by (uid=0),session opened for user cyrus by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user cyrus,session closed for user cyrus,E101,session closed for user <*>,Linux,0,Normal
ALERT exited abnormally with [1],alert exited abnormally with,E8,ALERT exited abnormally with [1],Linux,0,Normal
session opened for user news by (uid=0),session opened for user news by uid,E102,session opened for user <*> by (uid=<*>),Linux,0,Normal
session closed for user news,session closed for user news,E101,session closed for user <*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
notify question section contains no SOA,notify question section contains no soa,E75,notify question section contains no SOA,Linux,0,Normal
getpeername (ftpd): Transport endpoint is not connected,getpeername ftpd transport endpoint is not connected,E47,getpeername (ftpd): Transport endpoint is not connected,Linux,0,Normal
getpeername (ftpd): Transport endpoint is not connected,getpeername ftpd transport endpoint is not connected,E47,getpeername (ftpd): Transport endpoint is not connected,Linux,0,Normal
warning: can't get client address: Connection reset by peer,warning can t get client address connection reset by peer,E116,warning: can't get client address: Connection reset by peer,Linux,0,Normal
getpeername (ftpd): Transport endpoint is not connected,getpeername ftpd transport endpoint is not connected,E47,getpeername (ftpd): Transport endpoint is not connected,Linux,0,Normal
warning: can't get client address: Connection reset by peer,warning can t get client address connection reset by peer,E116,warning: can't get client address: Connection reset by peer,Linux,0,Normal
getpeername (ftpd): Transport endpoint is not connected,getpeername ftpd transport endpoint is not connected,E47,getpeername (ftpd): Transport endpoint is not connected,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,connection from ip_addr at mon jul,E29,connection from <*> (<*>) at <*>:<*>:<*>,Linux,0,Normal
